ACCESSION: MycoMSB-HZI-003062
RECORD_TITLE: Xanthoquinodin B10; timsTOF; MS2; CE:38.0; [M+H]+
DATE: 2026.06.26
AUTHORS: Charrià-Girón E, Surup F
LICENSE: CC BY
COPYRIGHT: Helmholtz Centre for Infection Research (HZI)
PUBLICATION: doi:10.3390/jof6040188
COMMENT: Converted from Bruker MetaboScape .library export
CH$NAME: Xanthoquinodin B10
CH$COMPOUND_CLASS: Polyketides
CH$FORMULA: C35H32O12
CH$EXACT_MASS: 644.1894
CH$SMILES: CCCC(=O)OC1(C=2C=C(C)C=C(C2C(=C3C(C4(C=CC31CC5=CC(=C6C(C7=C(CCC(C7(C(=O)OC)OC6=C54)(O)[H])O)=O)O)[H])=O)O)O)[H]
CH$IUPAC: InChI=1S/C35H32O12/c1-4-5-22(40)46-32-17-10-14(2)11-19(37)24(17)29(42)27-28(41)16-8-9-34(27,32)13-15-12-20(38)25-30(43)26-18(36)6-7-21(39)35(26,33(44)45-3)47-31(25)23(15)16/h8-12,16,21,32,36-39,42H,4-7,13H2,1-3H3
CH$LINK: INCHIKEY OFEOEDKSDPBJNK-NKUSYRMFSA-N
SP$SCIENTIFIC_NAME: Jugulospora vestita
AC$INSTRUMENT: timsTOF Pro, Bruker Daltonics
AC$INSTRUMENT_TYPE: TIMS-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 38.0
AC$MASS_SPECTROMETRY: CCS 223.64495849609375
MS$FOCUSED_ION: BASE_PEAK 645.19665
MS$FOCUSED_ION: PRECURSOR_M/Z 645.19665
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
MS$DATA_PROCESSING: Converted with library_to_massbank.py
PK$SPLASH: splash10-0551-0112790000-4819e0d603af0c1637fa
PK$NUM_PEAK: 324
PK$PEAK: m/z int. rel.int.
  109.02888 0.0492888 49
  125.05824 0.0111443 11
  135.04585 0.00788258 8
  137.02377 0.127571 127
  141.05431 0.104286 104
  142.05657 0.00942285 9
  151.03867 0.00661412 7
  155.03447 0.012141 12
  160.08411 0.0110537 11
  163.03859 0.0146779 15
  169.04911 0.347286 347
  169.68203 0.00851681 9
  170.05261 0.0376914 38
  179.03456 0.240373 240
  180.03547 0.0285404 29
  185.05895 0.0083356 8
  197.04427 0.118329 118
  197.05725 0.00724835 7
  198.04842 0.0191175 19
  211.07617 0.029537 30
  212.07560 0.00697653 7
  213.05168 0.0083356 8
  213.06082 0.0115068 11
  215.07230 0.00996648 10
  217.01297 0.00788258 8
  227.07229 0.00815439 8
  229.04474 0.00969466 10
  229.08498 0.00733895 7
  231.05975 0.0147685 15
  239.07076 0.13346 133
  242.05672 0.0193893 19
  243.06631 0.0232853 23
  255.06409 0.0154027 15
  256.07267 0.0428558 43
  257.08036 0.00742956 7
  260.06742 0.438887 438
  261.07097 0.0706714 71
  263.10946 0.0101477 10
  269.04422 0.0119598 12
  269.05191 0.00706714 7
  271.06207 0.0115974 12
  273.07603 0.0193893 19
  275.09415 0.0124128 12
  279.06774 0.0119598 12
  281.08081 0.0176678 18
  286.08824 0.0104195 10
  287.05209 0.00860741 9
  288.06536 0.00779197 8
  289.06977 0.0129564 13
  291.08917 0.00806379 8
  291.10785 0.0105101 10
  292.09883 0.00715774 7
  297.07360 0.00933225 9
  301.07048 0.0438525 44
  303.09126 0.0142249 14
  303.09987 0.00851681 9
  305.08291 0.00896983 9
  307.09434 0.00643291 6
  308.10116 0.00543626 5
  311.10393 0.00715774 7
  314.09076 0.0155839 16
  314.09907 0.00815439 8
  315.08954 0.0123222 12
  315.10026 0.0484733 48
  315.10897 0.00607049 6
  317.08266 0.0168524 17
  319.08173 0.14542 145
  319.09543 0.0324364 32
  320.07989 0.0305337 31
  320.09323 0.00761076 8
  321.09029 0.0110537 11
  326.11297 0.0135 13
  327.06560 0.00607049 6
  330.08244 0.00643291 6
  331.09226 0.0119598 12
  331.10048 0.0119598 12
  331.12055 0.00570807 6
  332.09943 0.0357887 36
  332.10897 0.00552686 6
  333.11229 0.145692 146
  333.12741 0.0118692 12
  334.10738 0.0145873 15
  334.11801 0.033886 34
  335.09452 0.00806379 8
  338.09918 0.00579868 6
  341.08216 0.0488357 49
  341.09992 0.0112349 11
  342.07418 0.011688 12
  342.08934 0.0536378 54
  343.06335 0.0144967 14
  343.09640 0.0818157 82
  343.11067 0.0112349 11
  344.07039 0.00706714 7
  344.10290 0.0326176 33
  345.07600 0.033886 34
  345.11571 0.00869802 9
  346.08405 0.00516445 5
  355.09293 0.0115068 11
  357.07943 0.0151309 15
  359.08743 0.102745 103
  360.09815 0.195977 196
  361.10623 0.199511 199
  361.13101 0.0115068 11
  362.11028 0.0635136 63
  369.07492 0.0268189 27
  369.11174 0.00516445 5
  370.07824 0.0165806 17
  377.10633 0.00887922 9
  381.06246 0.00607049 6
  385.06934 0.0651445 65
  387.08450 0.165806 166
  388.08748 0.0174866 17
  395.13210 0.012141 12
  397.14951 0.011688 12
  399.06893 0.00960406 10
  399.09080 0.00860741 9
  406.09911 0.00978527 10
  407.08950 0.0104195 10
  408.10005 0.00851681 9
  409.11502 0.00797318 8
  410.11541 0.00815439 8
  410.12808 0.00951345 10
  411.08214 0.0101477 10
  411.10751 0.00733895 7
  413.10802 0.00788258 8
  417.09230 0.016037 16
  417.10889 0.0322551 32
  422.10933 0.00752016 8
  423.12784 0.0599801 60
  423.21235 0.00697653 7
  424.12028 0.00996648 10
  424.13639 0.00534566 5
  425.11549 0.0142249 14
  426.10797 0.0186645 19
  427.11344 0.0344296 34
  427.14067 0.00860741 9
  428.09828 0.00824499 8
  428.11446 0.00788258 8
  433.10458 0.0694935 69
  434.11555 0.0221981 22
  434.54344 0.00525505 5
  435.12324 0.116064 116
  435.13550 0.0442149 44
  436.12632 0.0155839 16
  437.09998 0.183655 183
  437.12456 0.0221981 22
  438.10249 0.0631512 63
  439.11713 0.00779197 8
  441.12999 0.0192081 19
  443.10618 0.0244632 24
  443.11204 0.0246444 25
  443.11782 0.0246444 25
  443.13176 0.0062517 6
  444.11684 0.00779197 8
  445.10578 0.0824499 82
  445.13932 0.00788258 8
  446.10504 0.0333424 33
  446.94306 0.00643291 6
  447.08828 0.0194799 19
  447.10842 0.00561747 6
  448.08467 0.00607049 6
  449.09513 0.00951345 10
  449.16094 0.0241914 24
  450.13991 0.00588928 6
  451.11837 0.37782 377
  451.13511 0.0108725 11
  452.12171 0.141615 141
  453.09565 0.0298088 30
  453.12415 0.0211108 21
  454.10335 0.0142249 14
  455.11171 0.00915104 9
  460.08732 0.00996648 10
  461.09861 0.207031 207
  461.13137 0.00815439 8
  462.10728 0.0725741 73
  463.11621 0.268732 268
  463.14559 0.00525505 5
  464.11961 0.0996648 100
  465.09967 0.0749298 75
  465.12161 0.0163088 16
  465.44088 0.00607049 6
  466.09391 0.0136813 14
  466.10074 0.0196611 20
  466.10510 0.0196611 20
  466.13631 0.00987587 10
  467.15001 0.00525505 5
  469.12755 0.705536 705
  469.15235 0.0229229 23
  469.35013 0.011688 12
  470.13272 0.237655 237
  471.08339 0.00661412 7
  471.13432 0.0084262 8
  472.08206 0.00915104 9
  475.07418 0.00951345 10
  475.14021 0.0400471 40
  475.15809 0.0178491 18
  476.08389 0.0084262 8
  476.14533 0.00715774 7
  477.09468 0.0128658 13
  477.13568 0.0111443 11
  479.11231 1 999
  479.13749 0.0240101 24
  479.29067 0.00525505 5
  480.08077 0.00552686 6
  480.11843 0.339766 339
  480.14374 0.00715774 7
  481.10393 0.00752016 8
  481.12645 0.146507 146
  481.14585 0.0187551 19
  482.12738 0.01649 16
  483.10623 0.021745 22
  483.14407 0.00860741 9
  484.10832 0.00896983 9
  485.12254 0.143517 143
  486.12581 0.0655975 66
  486.31585 0.00507384 5
  487.12682 0.0084262 8
  489.09522 0.176316 176
  489.48071 0.00824499 8
  490.10065 0.0877956 88
  491.11551 0.00752016 8
  493.13114 0.0232853 23
  493.13689 0.0253692 25
  494.13188 0.0281779 28
  495.14484 0.0084262 8
  497.12302 0.583311 583
  497.14789 0.0241008 24
  498.12921 0.178944 179
  498.50238 0.00534566 5
  499.13150 0.0149497 15
  499.14869 0.00851681 9
  503.10551 0.00706714 7
  503.13307 0.509649 509
  503.15553 0.00643291 6
  504.14033 0.132101 132
  505.15104 0.0172148 17
  505.97254 0.0063423 6
  507.08245 0.0126846 13
  507.10565 0.499049 499
  507.14488 0.0106007 11
  508.11342 0.112621 113
  509.11461 0.0337954 34
  511.11198 0.00661412 7
  511.13831 0.70916 708
  511.15796 0.00516445 5
  512.02476 0.0108725 11
  512.13907 0.200507 200
  513.12968 0.0105101 10
  513.14436 0.0214732 21
  515.13139 0.0201142 20
  516.12814 0.00951345 10
  521.12184 0.225333 225
  522.11194 0.00878862 9
  522.12771 0.0918728 92
  522.17271 0.00688593 7
  523.12035 0.00815439 8
  524.11182 0.00525505 5
  525.07914 0.00860741 9
  525.11784 0.12739 127
  526.12206 0.06297 63
  528.15181 0.00933225 9
  529.14741 0.345746 345
  530.12719 0.00661412 7
  530.15118 0.106098 106
  530.75291 0.00797318 8
  531.16854 0.0062517 6
  533.16039 0.012141 12
  539.13230 0.751835 751
  539.15831 0.00869802 9
  539.33629 0.00561747 6
  540.13626 0.245991 246
  540.16393 0.0106913 11
  540.84126 0.00697653 7
  541.13987 0.0213826 21
  541.47441 0.00534566 5
  542.14071 0.0083356 8
  549.14874 0.012141 12
  550.14990 0.0102383 10
  551.17032 0.00688593 7
  552.17332 0.0118692 12
  553.14779 0.0183021 18
  553.17722 0.00896983 9
  556.13538 0.00661412 7
  557.14327 0.583854 583
  557.17207 0.00516445 5
  558.14469 0.171786 172
  558.17716 0.00815439 8
  559.02377 0.00534566 5
  559.13919 0.0296276 30
  560.36708 0.00516445 5
  566.15463 0.00733895 7
  567.16344 0.0980339 98
  568.17232 0.0559029 56
  569.17385 0.0336142 34
  571.16415 0.00534566 5
  573.16964 0.0118692 12
  574.17488 0.0153121 15
  574.27866 0.00878862 9
  577.16487 0.00933225 9
  585.17390 0.875963 875
  585.20451 0.00788258 8
  586.13196 0.00643291 6
  586.17708 0.362055 362
  587.17482 0.0237383 24
  595.13001 0.00679532 7
  595.15838 0.838724 838
  596.13784 0.00597989 6
  596.16385 0.261756 261
  597.16501 0.0319833 32
  599.19254 0.0191175 19
  600.19304 0.00715774 7
  609.17829 0.00806379 8
  610.17862 0.00561747 6
  613.17789 0.0182115 18
  627.18533 0.143427 143
  627.21979 0.00906043 9
  628.19197 0.0584398 58
  629.18790 0.00724835 7
  645.19599 0.260487 260
  645.21676 0.0135 13
  645.38945 0.00525505 5
  646.19869 0.0888828 89
  646.22333 0.0132282 13
  646.41113 0.00652351 7
//
