ACCESSION: MycoMSB-HZI-003309
RECORD_TITLE: Hypholomin B; timsTOF; MS2; CE:36.395348837209305; [M+H]+
DATE: 2026.06.26
AUTHORS: Charrià-Girón E, Surup F
LICENSE: CC BY
COPYRIGHT: Helmholtz Centre for Infection Research (HZI)
PUBLICATION: doi:10.3390/molecules28093723
COMMENT: Converted from Bruker MetaboScape .library export
CH$NAME: Hypholomin B
CH$COMPOUND_CLASS: Shikimates and Phenylpropanoids
CH$FORMULA: C26H18O10
CH$EXACT_MASS: 490.0900
CH$SMILES: C(=C(C1=CC2=C(C(C3=CC(=CC(=O)O3)O)C(C=4C=CC(=C(C4)O)O)O2)C(=O)O1)[H])(C=5C=CC(=C(C5)O)O)[H]
CH$IUPAC: InChI=1S/C26H18O10/c27-14-9-20(35-22(32)10-14)23-24-21(36-25(23)13-3-6-17(29)19(31)8-13)11-15(34-26(24)33)4-1-12-2-5-16(28)18(30)7-12/h1-11,23,25,27-31H
CH$LINK: INCHIKEY CGMQDMKDINCGOB-UHFFFAOYSA-N
SP$SCIENTIFIC_NAME: Heimiomyces sp.
AC$INSTRUMENT: timsTOF Pro, Bruker Daltonics
AC$INSTRUMENT_TYPE: TIMS-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 36.395348837209305
AC$MASS_SPECTROMETRY: CCS 217.72628784179688
MS$FOCUSED_ION: BASE_PEAK 491.09727
MS$FOCUSED_ION: PRECURSOR_M/Z 491.09727
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
MS$DATA_PROCESSING: Converted with library_to_massbank.py
PK$SPLASH: splash10-01u0-0669100000-0891deaf5b55ed942344
PK$NUM_PEAK: 259
PK$PEAK: m/z int. rel.int.
  117.03443 0.0447443 45
  123.04413 0.0353822 35
  131.04969 0.0491348 49
  132.05430 0.00703771 7
  135.04447 0.04539 45
  136.04573 0.00626291 6
  137.02370 0.0400956 40
  137.06019 0.00755424 8
  138.02881 0.00671488 7
  139.03956 0.00574638 6
  143.04949 0.021436 21
  145.02771 0.115057 115
  146.03137 0.0125904 13
  147.00860 0.0131715 13
  147.04316 0.0965263 96
  148.05094 0.00665031 7
  149.05949 0.024858 25
  149.06522 0.00619835 6
  154.07783 0.00613378 6
  157.02620 0.0136235 14
  159.04376 0.0493285 49
  159.05055 0.0320248 32
  160.04477 0.0102014 10
  161.05956 0.00529442 5
  163.03829 0.951834 951
  163.05296 0.0114928 11
  164.04125 0.0930398 93
  169.06949 0.00619835 6
  171.04401 0.0251162 25
  175.03822 0.33116 331
  176.04093 0.0158833 16
  176.05754 0.00671488 7
  177.03854 0.00652118 7
  177.05358 0.220558 220
  177.06138 0.0905217 90
  178.05754 0.0538481 54
  179.05058 0.00568182 6
  185.02323 0.0368673 37
  186.02776 0.00981405 10
  187.03847 0.104081 104
  187.07119 0.00568182 6
  188.04114 0.021436 21
  189.05709 0.0467459 47
  191.03275 0.0187887 19
  192.05678 0.00613378 6
  197.05574 0.011751 12
  197.06401 0.0076188 8
  198.06789 0.0178848 18
  199.03828 0.0973657 97
  200.04175 0.0231147 23
  201.05500 0.02828 28
  203.03348 0.238507 238
  204.03646 0.0446152 45
  205.03934 0.046875 47
  205.04888 0.442278 442
  206.05174 0.0729597 73
  206.06198 0.00658574 7
  207.04214 0.00897469 9
  213.05468 0.0204675 20
  214.05763 0.0114928 11
  215.03373 0.0215005 21
  215.06808 0.00671488 7
  216.04411 0.00858729 9
  217.04806 0.0315728 32
  218.05131 0.00684401 7
  219.02750 0.036609 37
  219.06613 0.0180139 18
  223.03750 0.0262138 26
  223.07138 0.00665031 7
  225.05550 0.019047 19
  227.03345 0.284607 284
  227.07110 0.010718 11
  228.03570 0.0404184 40
  228.04207 0.0404184 40
  229.01332 0.0104597 10
  231.06432 0.0807076 81
  231.07868 0.0157541 16
  232.06977 0.0127195 13
  233.04404 0.00671488 7
  234.05189 0.0149148 15
  235.03811 0.0130424 13
  235.07098 0.00677944 7
  239.03992 0.00891012 9
  240.07613 0.00542355 5
  241.03442 0.00942665 9
  241.04831 0.0320248 32
  242.05360 0.0265367 27
  243.02800 0.043905 44
  243.03965 0.00529442 5
  243.06470 0.0351885 35
  243.07417 0.00845816 8
  244.07226 0.00600465 6
  245.04356 0.344848 345
  246.04521 0.0501679 50
  246.05325 0.00548812 5
  246.06552 0.00736054 7
  246.75498 0.00503616 5
  247.06206 0.0123321 12
  251.02465 0.00561725 6
  253.00989 0.0220816 22
  253.01510 0.0220816 22
  253.04936 0.0235021 23
  254.01610 0.0100077 10
  255.06371 0.00748967 7
  257.08556 0.00555269 6
  257.32388 0.00671488 7
  258.04452 0.00736054 7
  259.05851 0.0658574 66
  259.07692 0.0103951 10
  265.04849 0.0225336 23
  267.06571 0.0111054 11
  269.04324 0.0377712 38
  270.04552 0.0205966 21
  271.02187 0.0811596 81
  271.05826 0.0426782 43
  271.07407 0.00697314 7
  272.02461 0.0114282 11
  272.06356 0.013688 14
  272.07531 0.00903926 9
  273.08765 0.00658574 7
  275.03497 0.00548812 5
  277.08034 0.00671488 7
  278.08890 0.00639205 6
  279.09669 0.0078125 8
  282.04954 0.00568182 6
  283.05701 0.00891012 9
  283.09868 0.00658574 7
  285.04245 0.010718 11
  286.04347 0.00665031 7
  287.05485 0.100207 100
  287.06612 0.0258264 26
  287.07312 0.0258264 26
  288.05230 0.0140754 14
  288.06026 0.0083936 8
  289.06466 0.00671488 7
  289.08140 0.0279571 28
  289.08736 0.0279571 28
  293.08101 0.00619835 6
  294.05120 0.00542355 5
  295.05853 0.031702 32
  297.03878 0.00736054 7
  299.07190 0.0146565 15
  301.05296 0.00613378 6
  301.08218 0.0107825 11
  303.09738 0.00858729 9
  305.07885 0.0183368 18
  306.07846 0.00716684 7
  307.09309 0.0138817 14
  309.03905 0.0151085 15
  309.07413 0.00606921 6
  311.05384 0.0138171 14
  311.08982 0.0111054 11
  312.05675 0.0106534 11
  313.03293 0.0162707 16
  315.05899 0.00916839 9
  315.06738 0.0121384 12
  316.06932 0.0105243 11
  317.07870 0.0203383 20
  318.04544 0.00548812 5
  318.08550 0.00936209 9
  319.02254 0.00729597 7
  319.05607 0.0158833 16
  319.06445 0.00923295 9
  319.09882 0.0153667 15
  321.07374 0.00542355 5
  323.08881 0.0585615 59
  323.09979 0.0235666 24
  324.05725 0.00613378 6
  324.08541 0.00949122 9
  324.09597 0.0139463 14
  325.07175 0.00968492 10
  327.04608 0.0148502 15
  327.05456 0.0109117 11
  327.06423 0.0119447 12
  329.07819 0.0103306 10
  332.07219 0.0074251 7
  333.07291 0.0436467 44
  334.07873 0.0080062 8
  335.05627 0.0149148 15
  335.09187 0.0767691 77
  336.09443 0.0107825 11
  337.07097 0.0083936 8
  337.10007 0.0231792 23
  338.07647 0.00916839 9
  341.08000 0.00697314 7
  342.07738 0.00587552 6
  343.05770 0.0503616 50
  344.05909 0.00858729 9
  345.07205 0.0145274 15
  351.04380 0.0113636 11
  351.08525 0.300039 300
  351.11344 0.00522986 5
  352.07319 0.0183368 18
  352.08740 0.0663094 66
  353.09467 0.02828 28
  354.08296 0.00768337 8
  357.07601 0.0462293 46
  357.09749 0.00981405 10
  358.08545 0.00542355 5
  361.06917 0.0699897 70
  362.07083 0.0368673 37
  363.08597 0.00858729 9
  364.08061 0.00568182 6
  368.06402 0.00606921 6
  369.07603 0.00581095 6
  375.08557 0.00955579 10
  376.08373 0.00671488 7
  377.09832 0.023954 24
  378.06719 0.0104597 10
  378.10565 0.0179494 18
  379.08068 1 999
  380.08298 0.294163 294
  380.11340 0.00619835 6
  381.02279 0.0101369 10
  381.07136 0.0213714 21
  381.09568 0.8043 803
  382.09901 0.212874 213
  382.12619 0.00832903 8
  383.05324 0.00942665 9
  383.10016 0.0251808 25
  385.06998 0.0838068 84
  386.07736 0.0186596 19
  387.08098 0.0110408 11
  387.09154 0.00942665 9
  389.06780 0.00690857 7
  390.07128 0.00626291 6
  391.06050 0.0103951 10
  395.05167 0.00748967 7
  396.05029 0.00768337 8
  399.08021 0.0108471 11
  400.08554 0.0147211 15
  403.08204 0.0358342 36
  404.08737 0.0127195 13
  404.37398 0.00736054 7
  405.05890 0.0444861 44
  405.09635 0.0433239 43
  406.09918 0.0264075 26
  407.07731 0.139657 140
  408.07796 0.0381586 38
  409.06828 0.00949122 9
  411.05403 0.00710227 7
  413.06174 0.0337035 34
  414.06054 0.0187242 19
  417.10209 0.01414 14
  419.05587 0.0072314 7
  421.08955 0.0208549 21
  427.08075 0.041968 42
  428.08257 0.00736054 7
  431.07444 0.117317 117
  432.07818 0.0216296 22
  433.08110 0.00510072 5
  438.06935 0.00510072 5
  445.08973 0.0267949 27
  449.08822 0.0204675 20
  450.08733 0.0178202 18
  455.07597 0.0401601 40
  456.07379 0.00574638 6
  473.09169 0.0375775 38
  474.09231 0.0112991 11
//
