ACCESSION: MycoMSB-HZI-003078
RECORD_TITLE: Xanthoquinodin B11; timsTOF; MS2; CE:39.651162790697676; [M+Na]+
DATE: 2026.06.26
AUTHORS: Charrià-Girón E, Surup F
LICENSE: CC BY
COPYRIGHT: Helmholtz Centre for Infection Research (HZI)
PUBLICATION: doi:10.3390/jof6040188
COMMENT: Converted from Bruker MetaboScape .library export
CH$NAME: Xanthoquinodin B11
CH$FORMULA: C35H32O12
CH$EXACT_MASS: 644.1894
CH$SMILES: C
CH$IUPAC: InChI=1S/C35H33O12/c1-4-5-22(40)46-32-17-10-14(2)11-19(37)24(17)29(42)27-28(41)16-8-9-34(27,32)13-15-12-20(38)25-30(43)26-18(36)6-7-21(39)35(26,33(44)45-3)47-31(25)23(15)16/h8-12,16,21,32,36-39,41-42H,4-7,13H2,1-3H3/t16-,21-,32-,34-,35?/m0/s1
CH$LINK: INCHIKEY DMNVAUVBGPZALF-NNDCRWLCSA-N
SP$SCIENTIFIC_NAME: Jugulospora vestita
AC$INSTRUMENT: timsTOF Pro, Bruker Daltonics
AC$INSTRUMENT_TYPE: TIMS-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 39.651162790697676
AC$MASS_SPECTROMETRY: CCS 254.62742614746094
MS$FOCUSED_ION: BASE_PEAK 667.17860
MS$FOCUSED_ION: PRECURSOR_M/Z 667.17860
MS$FOCUSED_ION: PRECURSOR_TYPE [M+Na]+
MS$DATA_PROCESSING: Converted with library_to_massbank.py
PK$SPLASH: splash10-016r-0001294000-4027b2f4f17df2183f59
PK$NUM_PEAK: 117
PK$PEAK: m/z int. rel.int.
  141.05541 0.0260589 26
  169.05045 0.041989 42
  179.03549 0.0399632 40
  191.08442 0.00911602 9
  220.03868 0.018232 18
  260.06856 0.00994475 10
  261.06087 0.006814 7
  301.06656 0.00801105 8
  301.08284 0.00883978 9
  309.03846 0.0111418 11
  319.08415 0.00672192 7
  332.10379 0.0138122 14
  333.11146 0.0381215 38
  343.09841 0.0269797 27
  359.08768 0.0103131 10
  360.09658 0.0345304 34
  361.10533 0.048895 49
  369.07660 0.00626151 6
  369.09162 0.011326 11
  370.10506 0.0105893 11
  382.07796 0.0161142 16
  386.07384 0.0132597 13
  387.08600 0.0191529 19
  388.07996 0.017035 17
  388.09313 0.01814 18
  393.07141 0.00635359 6
  409.06580 0.00801105 8
  423.12382 0.00690608 7
  424.12187 0.0138122 14
  436.12151 0.0119705 12
  437.10228 0.0294659 29
  451.11601 0.0757827 76
  451.15791 0.00543278 5
  452.11655 0.0145488 15
  452.12126 0.0145488 15
  453.13695 0.00561694 6
  463.11397 0.00856354 9
  465.09542 0.0116943 12
  466.10462 0.00607735 6
  469.12691 0.210589 210
  469.14419 0.0254144 25
  470.12989 0.0346225 35
  470.15573 0.00976059 10
  471.13306 0.00893186 9
  474.10176 0.00948435 9
  475.11386 0.0162983 16
  479.11068 0.110866 111
  480.11512 0.0189687 19
  480.13226 0.00810313 8
  481.10616 0.00709024 7
  484.11640 0.011326 11
  490.11655 0.00635359 6
  492.11325 0.00662983 7
  493.12723 0.0234807 23
  497.11992 0.0723757 72
  498.08929 0.00616943 6
  498.13297 0.0127993 13
  498.18704 0.00635359 6
  498.68992 0.00515654 5
  499.13142 0.0138122 14
  501.09723 0.0120626 12
  502.09925 0.0244015 24
  507.09807 0.00966851 10
  511.13813 0.168969 169
  511.16404 0.00552486 6
  512.13694 0.0366483 37
  513.14161 0.0127993 13
  515.13263 0.0128913 13
  519.08093 0.00810313 8
  519.10602 0.0208103 21
  520.11545 0.0207182 21
  521.12005 0.0267035 27
  522.12038 0.0206262 21
  529.09207 0.0186004 19
  529.15068 0.0698895 70
  530.14874 0.0564457 56
  533.12209 0.0572744 57
  533.14509 0.00709024 7
  534.12702 0.0210866 21
  537.45176 0.00515654 5
  539.13548 0.146685 147
  540.14063 0.046593 47
  544.10843 0.00856354 9
  545.10498 0.00718232 7
  548.09646 0.0087477 9
  551.10346 0.00930018 9
  551.13233 0.265193 265
  552.13015 0.119797 120
  552.15418 0.00828729 8
  553.12129 0.00616943 6
  553.13660 0.0200737 20
  557.14080 0.137385 137
  558.12840 0.00607735 6
  558.14835 0.0797422 80
  559.14626 0.0155617 16
  559.15875 0.0138122 14
  561.11592 0.0990792 99
  562.11811 0.0469613 47
  563.12095 0.00755064 8
  579.12436 1 999
  579.14482 0.0312155 31
  579.15227 0.0247698 25
  579.43625 0.00561694 6
  580.12903 0.238858 239
  581.12496 0.042081 42
  581.14319 0.00589319 6
  649.15865 0.0153775 15
  649.17303 0.0213628 21
  649.35312 0.00939227 9
  650.17450 0.0135359 14
  667.17692 0.876243 875
  667.20306 0.0365562 37
  668.07849 0.0116943 12
  668.17978 0.45663 456
  669.14474 0.00764273 8
  669.17526 0.0494475 49
  669.21143 0.0142726 14
//
